,Ciudad,Dueño,Nivel,Alianza,Isla,xCoord,yCoord
8782,Polis,Nacheto,1,13T,Unteatia,50,34
8789,A J A X,MAGNUS_CARLSEN,9,None,Kehios,49,34
8790,Xterminio,Garfield Ataca,10,None,Kehios,49,34
8793,Polis,David-kun,1,None,Kehios,49,34
8795,ImperiaL,Matz,6,None,Kehios,49,34
8796,Polis,Blackzakay,3,None,Kehios,49,34
8797,Drakios,JooseM,5,None,Kehios,49,34
8798,Capital city,jaitoweer,10,None,Kehios,49,34
8799,Efjaristó,Denmilaoelenika,2,None,Kehios,49,34
8800,Polis,kaito,5,None,Kehios,49,34
8802,lagranja2,Teclii,1,None,Kehios,49,34
8803,Wineland,PipOrtega,2,None,Kehios,49,34
8804,megalopolis,Modino,13,13T,Kehios,49,34
9037,Córdoba,Yayo,6,None,Dynoios,41,36
9072,CERCADO,erika,4,None,Adyos,42,35
9100,Minas Thirit,ReyEneas,2,None,Omaios,41,34
9106,MONSERRATE,erika,5,None,Omaios,41,34
9123,BALCONCILLO,erika,4,None,Gesios,42,34
9197,Polis,Pepeelbicis,2,None,Delytia,37,38
9198,Respenda,diegohf,3,None,Delytia,37,38
9199,Polis,DestruyeAnos,1,None,Delytia,37,38
9200,Polis,Javato jones,2,None,Delytia,37,38
9201,Polis,AnnitaGG,1,None,Delytia,37,38
9204,QueenOfTheGame,Vicky,2,None,Delytia,37,38
9207,Polis,NightEngel,2,None,Delytia,37,38
9209,MARKINA,iker,4,None,Delytia,37,38
9210,Masyaf,Pirotes,3,-AVG-,Delytia,37,38
9211,Lore,Omega sub,4,None,Delytia,37,38
9212,Polis,Dikon,3,None,Delytia,37,38
9214,Polis,willington,6,-AVG-,Gyrios,37,37
9215,Polis,lalo7,3,None,Gyrios,37,37
9216,Polis,Mariolaustalet,2,None,Gyrios,37,37
9217,Titánes Oskuros,eddd,2,None,Gyrios,37,37
9218,I-Man,-AnnRey-,7,-AVG-,Gyrios,37,37
9219,kirlaz,mortales,6,-AVG-,Gyrios,37,37
9222,Polis,Rexpower,1,None,Gyrios,37,37
9223,Muerte,VGM,5,-AVG-,Gyrios,37,37
9224,ONDARROA,iker,9,None,Gyrios,37,37
9226,Arcadia,Pirotes,7,-AVG-,Gyrios,37,37
9227,Pujaltek,Hegemon-6808,4,None,Gyrios,37,37
9229,peajelandia,hilura,7,None,Gyrios,37,37
9231,LEKEITIO,iker,7,None,Reerios,36,38
9232,Cádiz,Gatu00,4,None,Reerios,36,38
9233,Polis,pipita2000,3,None,Reerios,36,38
9234,Polis,Pablolomas18,1,None,Reerios,36,38
9235,Formi,chus,5,-AVG-,Reerios,36,38
9236,Málaga,pvton,5,None,Reerios,36,38
9237,Polis,Pollux-9012,1,None,Reerios,36,38
9238,Polis,willington,4,-AVG-,Reerios,36,38
9239,C-America,-AnnRey-,5,-AVG-,Reerios,36,38
9240,Pedrera,Pirotes,4,-AVG-,Reerios,36,38
9241,mortales,mortales,7,-AVG-,Reerios,36,38
9242,Polis,hilura,7,None,Reerios,36,38
9243,bobo si lo lees,jorge00,4,None,Reerios,36,38
9244,Gijón,Lugigu,4,None,Reerios,36,38
9245,Kategat,Sergio2143,4,None,Reerios,36,38
9246,OmiKron OsKuro,eddd,4,None,Reerios,36,38
9260,Panti,chus,1,-AVG-,Emuios,36,37
9414,Magnolia,RysterS,2,None,Peryos,33,39
9534,Polis,kaiser,1,HdM,Vairaios,34,43
9550,002,Doble P,2,None,Bontaos,33,43
9584,Kalkias,Escoro,4,-HK-,Rekoios,33,44
9656,Orgrimmar,Flensburguer3,4,None,Ingatia,33,45
9657,Polis,Xela26,3,None,Ingatia,33,45
9659,Viña,Thanatos,8,HdM,Ingatia,33,45
9660,ShakaXd 1,ShakaXd,7,None,Ingatia,33,45
9661,Vino1,kimi7,4,HdM,Ingatia,33,45
9664,Polis,Pollux-4589,2,None,Ingatia,33,45
9665,Gadgetzan,xavani2,3,None,Ingatia,33,45
9666,kledtomano,xKiwi,3,None,Ingatia,33,45
9667,Kickazzsia,Zslasher,5,None,Ingatia,33,45
9669,Appleton,Vic Tyrell,5,-IL-,Ingatia,33,45
9676,Lunargenta,Flensburguer3,1,None,Saerios,32,45
9681,Ventormenta,xavani2,2,None,Saerios,32,45
9682,badazzia,Zslasher,2,None,Saerios,32,45
9697,Yagul,DoVlado,4,None,Slauniios,33,47
9701,Leonidas III,Leyok,1,None,Slauniios,33,47
9711,Brasvia,Palazzo,5,None,Brairaos,33,48
9720,Roquetas de Mar,Bahamut1976,2,None,Brairaos,33,48
9724,Rionegro,Bahamut1976,5,None,Whoiseios,32,47
9725,tobias,tocayo12,2,None,Whoiseios,32,47
9726,Polis,alolord,7,None,Whoiseios,32,47
9727,Polis,Atlas-0388,4,None,Whoiseios,32,47
9728,Minas Ithil,Turgon,2,None,Whoiseios,32,47
9729,1 M,Donut,5,None,Whoiseios,32,47
9730,LE LAC,xKiwi,4,None,Whoiseios,32,47
9731,Gargeonpolis,Allahu Akbar,3,None,Whoiseios,32,47
9732,Malaca,hermi-barbaran,7,None,Whoiseios,32,47
9733,Kraków,Antipod,8,None,Whoiseios,32,47
9734,Mari,Larmau,5,None,Whoiseios,32,47
9735,Leonidas I,Leyok,7,None,Whoiseios,32,47
9736,Madrid,JoseFerra,4,None,Whoiseios,32,47
9737,jesusXDimperio,jesusdavid,6,None,Whoiseios,32,47
9738,Aqea,Palazzo,7,None,Whoiseios,32,47
9752,Leonidas II,Leyok,4,None,Raditia,32,48
9753,TIJUANA,JoseFerra,1,None,Raditia,32,48
9758,jesus david,jesusdavid,6,None,Tineatia,32,49
9760,xDuende,xDuende,9,None,Tineatia,32,49
9761,AmaDeus-Azufre,DeividDiaz1,6,None,Tineatia,32,49
9762,lenvoya,xKiwi,6,None,Tineatia,32,49
9763,Karimadana,Karimdana,5,None,Tineatia,32,49
9764,Karimdana2,Karimdana,1,None,Tineatia,32,49
9765,Casa de Libra,Shaka,6,SYS,Tineatia,32,49
9766,xBanda Gedienta,Sumador,10,13T,Tineatia,32,49
9769,Polis Azufre,Fernando,8,SYS,Tineatia,32,49
9772,Barcelona,JoseFerra,6,None,Tineatia,32,49
9773,A Anaquin,Alejandra,8,xVx,Tineatia,32,49
9775,Polis Vino,Fernando,10,SYS,Gapios,31,49
9776,Polis,Ley,5,None,Gapios,31,49
9777,La aldea Jhony,Jhony,3,None,Gapios,31,49
9778,Poznan,Antipod,6,None,Gapios,31,49
9779,AmaDeus-Vino,DeividDiaz1,6,None,Gapios,31,49
9780,Polis Luis,Luis,5,None,Gapios,31,49
9781,Italica,hermi-barbaran,8,None,Gapios,31,49
9782,Casa de Virgo,Shaka,10,SYS,Gapios,31,49
9783,Polis,jesusdavid,1,None,Gapios,31,49
9784,Penedès,Pantinet,5,None,Gapios,31,49
9785,JvV,Jave,7,None,Gapios,31,49
9786,xRoto,xDuende,1,None,Gapios,31,49
9787,Alcohol de 70,Máster Caos,12,13T,Gapios,31,49
9788,xMarianita,Sumador,10,13T,Gapios,31,49
9789,Polis,Pantera,1,None,Gapios,31,49
9790,Alcohol de 80,Máster Caos,8,13T,Gapios,31,49
9792,Gran Paxo,Máster Caos,12,13T,Kelios,31,48
9793,Polis Marmol,Fernando,11,SYS,Kelios,31,48
9794,AmaDeus-Marmol,DeividDiaz1,11,None,Kelios,31,48
9795,Roca Fraguada,Mathias,6,-ARW-,Kelios,31,48
9796,JvM,Jave,10,None,Kelios,31,48
9797,Dwight,Pantera,7,None,Kelios,31,48
9798,Rick Grimes,Pantera,16,None,Kelios,31,48
9799,xTuvieja,xDuende,9,None,Kelios,31,48
9800,Gran Muerte,Máster Caos,13,13T,Kelios,31,48
9801,xPolis,Sumador,10,13T,Kelios,31,48
9802,xAbesali,Sumador,10,13T,Kelios,31,48
9803,Polis Luis II,Luis,4,None,Kelios,31,48
9804,Daryl Dixon,Pantera,12,None,Kelios,31,48
9805,David_Xino,Xino87,4,None,Kelios,31,48
9806,Gran Jefe,Máster Caos,13,13T,Kelios,31,48
9807,Polis,Ender,5,None,Kelios,31,48
9948,Mikeas1,mikeas,2,None,Aldiaos,38,63
10026,CJ1,CARLOSAJA,2,None,Asatia,38,65
10227,PicaPiedra,Nahu,1,UNS,Deleutia,42,65
10269,SPARTHA,SPARTHA,4,None,Rilitia,45,66
10271,666,Luzvelx,2,None,Rilitia,45,66
10273,Guayopolis,Guayowoki,4,None,Rilitia,45,66
10274,Constantinopla,Albert,6,None,Rilitia,45,66
10275,Polis,Benito,0,None,Rilitia,45,66
10276,Pompeya,Crixo,8,None,Rilitia,45,66
10277,Kaksi,Arxaon,5,-EE-,Rilitia,45,66
10279,CITY MARMOL,WARROCK,5,VKO,Rilitia,45,66
10280,Triskelion,Mikelone,11,None,Rilitia,45,66
10281,Polis,ivanmime,5,-EE-,Rilitia,45,66
10282,Athenas,Xeavy,2,None,Rilitia,45,66
10302,Ajufre,Rostock,7,CRUZ,Quaeatia,46,66
10303,Dusty Depot,Pkt_,9,CRUZ,Quaeatia,46,66
10304,Coneticat,GordoBot,7,CRUZ,Quaeatia,46,66
10305,INFIERNO1,INFIERNO1,2,None,Quaeatia,46,66
10306,Polvorin,JoinMan,7,CRUZ,Quaeatia,46,66
10307,CITY AZUFRE,WARROCK,4,VKO,Quaeatia,46,66
10308,Ϻỉŋдϩ ҬỉƦiţȟ,Diego Caña,1,VKO,Quaeatia,46,66
10313,Anglia,Pollux-3729,4,None,Quaeatia,46,66
10314,Polis,Gallo91,4,None,Quaeatia,46,66
10315,Fosfoyeso,Navajas,7,CRUZ,Quaeatia,46,66
10317,CityofShadows,ShadowIx,2,VKO,Quaeatia,46,66
10319,Skyrim,Týr,9,VKO,Coohoios,46,67
10320,Endurance,Mikelone,8,None,Coohoios,46,67
10321,Asgar,Wermaster,8,VKO,Coohoios,46,67
10322,Cataluña-España,Abisay2,14,VKO,Coohoios,46,67
10323,CuarZo,eonon,8,VKO,Coohoios,46,67
10324,MadEye,SKSBeto,7,-EE-,Coohoios,46,67
10325,Polis,Khaleesi,1,VKO,Coohoios,46,67
10326,Pozo Sotón,Ovetus,11,VKO,Coohoios,46,67
10327,Cristal I,Maclain,6,VKO,Coohoios,46,67
10328,City Of Dead,ShadowIx,10,VKO,Coohoios,46,67
10329,FraguCris,Odin,1,VKO,Coohoios,46,67
10330,Ragnar el Sabio,SirChacon,12,VKO,Coohoios,46,67
10331,Tarbean,Kvothe,9,VKO,Coohoios,46,67
10332,Northumbria,Pollux-3729,7,None,Coohoios,46,67
10333,La Balsa Seca,Copon5,10,VKO,Coohoios,46,67
10334,Meta,Doctore,2,VKO,Coohoios,46,67
10347,Esparta 2,Reygvidas,3,None,Chayos,47,66
10351,Imperial,05061995,3,None,Chayos,47,66
10353,Niullorsiri,GordoBot,7,CRUZ,Whefoios,47,67
10354,Jallipei,Navajas,8,CRUZ,Whefoios,47,67
10355,Mañanera,JoinMan,7,CRUZ,Whefoios,47,67
10356,Pleasant Park,Pkt_,9,CRUZ,Whefoios,47,67
10357,Skere,el wizzi,4,None,Whefoios,47,67
10361,ϻσЯՖσЯ,Diego Caña,8,VKO,Whefoios,47,67
10363,Hammerfell,Týr,7,VKO,Whefoios,47,67
10364,Polis,Theseus-6301,1,None,Whefoios,47,67
10365,Unicoos,SKSBeto,8,-EE-,Whefoios,47,67
10366,Caciquecola,Rostock,7,CRUZ,Whefoios,47,67
10367,Esparta,Reygvidas,5,None,Whefoios,47,67
10368,Petuelring,zpam,6,None,Whefoios,47,67
10387,Chinatown,GordoBot,7,CRUZ,Oughotia,46,68
10388,Onuba,Navajas,7,CRUZ,Oughotia,46,68
10389,Tomato Town,Pkt_,9,CRUZ,Oughotia,46,68
10390,Wizziwood,el wizzi,5,None,Oughotia,46,68
10391,Piera,Rostock,10,CRUZ,Oughotia,46,68
10392,Pedrola,JoinMan,6,CRUZ,Oughotia,46,68
10393,ΔϦιϛϺσ ĐƐ ӇЭḺϺ,Diego Caña,7,VKO,Oughotia,46,68
10394,High Rock,Týr,10,VKO,Oughotia,46,68
10395,Northumbriall,Pollux-3729,5,None,Oughotia,46,68
10396,Bultos,SKSBeto,7,-EE-,Oughotia,46,68
10397,Aceptamo calvos,Julio El Calvo,4,None,Oughotia,46,68
10400,Rapaz,Gallo91,3,None,Oughotia,46,68
10401,AlteHaide,zpam,6,None,Oughotia,46,68
10402,Loguetown,SagD,6,-EE-,Oughotia,46,68
10404,AltoJardin,DarKeLF,3,None,Sebiios,49,67
10410,Monterrey,Gerbo98,2,-EE-,Sebiios,49,67
10411,Beta,SkarStorm,4,VKO,Sebiios,49,67
10421,Tinto,lbertotti,5,None,Baitios,50,67
10422,Tarento,Turaniana,7,None,Baitios,50,67
10424,Viñarock,Davmargar,9,None,Baitios,50,67
10426,Alpha,SkarStorm,6,VKO,Baitios,50,67
10428,Comercio Uva,yurkota,8,CMO,Baitios,50,67
10429,México city,Gerbo98,9,-EE-,Baitios,50,67
10430,Uva B1,SocrateS,7,-EE-,Baitios,50,67
10431,Polis,makeijan,2,None,Baitios,50,67
10432,Vino 1,danipoal,5,VKO,Baitios,50,67
10434,_VinO_,eonon,9,VKO,Baitios,50,67
10435,Alejandria,DaddyPancho,7,None,Baitios,50,67
10436,Garranbaina,Lasx,4,None,Baitios,50,67
10438,Thormor,Thormor,4,None,Trozios,50,68
10439,alejandro 06,Pollux-9382,2,None,Trozios,50,68
10440,Polis,Roci11,2,None,Trozios,50,68
10441,Piedra1,Axwell,5,None,Trozios,50,68
10442,Guadalajara,Gerbo98,6,-EE-,Trozios,50,68
10443,Bardete,Bardete,4,None,Trozios,50,68
10445,Resu,Davmargar,7,None,Trozios,50,68
10447,Brindisi,Turaniana,4,None,Trozios,50,68
10448,DarKeLF,DarKeLF,7,None,Trozios,50,68
10449,Manquete,Manquete,4,None,Trozios,50,68
10450,Comercio Piedra,yurkota,4,CMO,Trozios,50,68
10451,Perico,Perico,4,None,Trozios,50,68
10591,Quiere,JoinMan,7,CRUZ,Cywaios,47,70
10592,MDA,Rostock,6,CRUZ,Cywaios,47,70
10593,West Side,GordoBot,7,CRUZ,Cywaios,47,70
10594,Polis,Pkt_,8,CRUZ,Cywaios,47,70
10596,Polis,Menelaus-2106,1,None,Cywaios,47,70
10597,Polis,Tydeus-3056,1,None,Cywaios,47,70
10598,Verdina,Mikeldbm,3,None,Cywaios,47,70
10600,Thurisaz,Alexis,3,None,Cywaios,47,70
10604,Polis,Herakles-2110,1,None,Cywaios,47,70
10605,Polis,Daedalus-7474,1,None,Cywaios,47,70
10606,Birdio,Navajas,3,CRUZ,Cywaios,47,70
10670,Vipolis,jecorona,6,None,Stridios,53,67
10695,Santoña,Tripik,6,None,Rarios,53,68
10696,Leyendas,Davmargar,6,None,Rarios,53,68
10697,MKmarmol,makeijan,6,None,Rarios,53,68
10698,Moderdonia CZD,Castel,12,None,Rarios,53,68
10699,MarmoL,SocrateS,11,-EE-,Rarios,53,68
10704,Msk,Kuouz,12,None,Rarios,53,68
10705,teste,teste,7,None,Rarios,53,68
10706,marmolada,Npr again,4,None,Rarios,53,68
10707,Pepe,jecorona,8,None,Rarios,53,68
10708,Polis,DaddyPancho,6,None,Rarios,53,68
10721,Vxh,Kuouz,9,None,Endyos,52,69
10722,Noja,Tripik,6,None,Endyos,52,69
10727,Polvora,DaddyPancho,3,None,Nydios,53,69
10729,Polis,Odysseus-2183,1,None,Nydios,53,69
10730,Polis,Atlas-0139,1,None,Nydios,53,69
10731,Avr,Kuouz,8,None,Nydios,53,69
10732,ERPAPA,Prometheus-5788,5,None,Nydios,53,69
10734,MKazufre,makeijan,5,None,Nydios,53,69
10735,Polvora 1,SocrateS,9,-EE-,Nydios,53,69
10736,Cicero,Tripik,6,None,Nydios,53,69
10737,Cuba,ClubPenguin,9,L-M,Nydios,53,69
10738,Polis,BYjolura,2,None,Nydios,53,69
10739,Polis,Man3z ahr,2,None,Nydios,53,69
10740,Azpepe,jecorona,2,None,Nydios,53,69
10757,Polis,Bastet,1,None,Swicyios,52,70
10778,Centelles,Agamemnon-9077,6,None,Kineyos,54,70
10779,Sant Joan city,Mixu73,5,None,Kineyos,54,70
10780,Danielopolis,Oscar lo chupa,5,None,Kineyos,54,70
10782,Krolisia,Luky,8,None,Kineyos,54,70
10783,Nibiru,danirojaslozano,5,None,Kineyos,54,70
10784,Kuroinu,Yuri-Lover,7,L-M,Kineyos,54,70
10786,Venezuela,ClubPenguin,9,L-M,Kineyos,54,70
10787,ERYAYO,Prometheus-5788,5,None,Kineyos,54,70
10788,Cantabría,juann0820,9,L-M,Kineyos,54,70
10789,Polis,jodarsitou,3,None,Kineyos,54,70
10790,Riga,welalo,8,L-M,Kineyos,54,70
10791,Collsuspina,Morbach,9,L-M,Kineyos,54,70
10792,Patópolis,Alegis277,7,L-M,Kineyos,54,70
10793,Estonia,Ragnadark,6,None,Kineyos,54,70
10801,Jelgava,welalo,6,L-M,Llouzios,54,71
10829,Connecticut,Alegis277,8,L-M,Breiyuos,56,70
10830,Korea del norte,ClubPenguin,10,L-M,Breiyuos,56,70
10831,vinitus,Npr again,6,None,Breiyuos,56,70
10832,Vic,Morbach,8,L-M,Breiyuos,56,70
10833,VINO,Warner,3,None,Breiyuos,56,70
10834,marte1,NNN,11,None,Breiyuos,56,70
10835,Kuro Ai,Yuri-Lover,8,L-M,Breiyuos,56,70
10836,Vulcano,danirojaslozano,7,None,Breiyuos,56,70
10837,Konoha,DiAlexie,7,None,Breiyuos,56,70
10838,Nordeltha,RagnarLothb,1,None,Breiyuos,56,70
10839,ERNIÑO,Prometheus-5788,6,None,Breiyuos,56,70
10840,Polis,-V-,7,None,Breiyuos,56,70
10841,Pato,juann0820,9,L-M,Breiyuos,56,70
10842,Queirolo,Skyhades,8,None,Breiyuos,56,70
10843,Polis,Odysseus-9946,1,None,Breiyuos,56,70
10844,Tona,FreeStaR,11,L-M,Breiyuos,56,70
10846,Adrianópolis,Alegis277,5,L-M,Hanios,56,71
10847,Polis,Herakles-2536,3,None,Hanios,56,71
10849,Polis,Rafiell,3,None,Hanios,56,71
10850,Mitama Nin,Yuri-Lover,2,L-M,Hanios,56,71
10852,RoxyPolis,Khalex,3,None,Hanios,56,71
10854,Crystalis,Skyhades,3,None,Hanios,56,71
10855,Polis,Alucard,4,None,Hanios,56,71
10856,Pelo,Pelopolus,7,None,Hanios,56,71
10859,Rusia,ClubPenguin,9,L-M,Hanios,56,71
10861,Nueva Polis,juann0820,7,L-M,Hanios,56,71
10863,Necrópolis,DiAlexie,6,None,Baubios,57,70
10864,Marmolito HEF2,-V-,10,None,Baubios,57,70
10865,Real Felipe,--carlos,12,None,Baubios,57,70
10866,saturno,NNN,11,None,Baubios,57,70
10867,Marmolito HEF,-V-,12,None,Baubios,57,70
10868,Nordeltha2,RagnarLothb,1,None,Baubios,57,70
10869,CANTERA 1,Warner,7,None,Baubios,57,70
10870,Pelopo,Pelopolus,9,None,Baubios,57,70
10871,Altas,Atlass,8,None,Baubios,57,70
10872,CANTERA 2,Warner,7,None,Baubios,57,70
10873,Gorimarmol,Gorod49,5,None,Baubios,57,70
10874,Puente Piedra,Skyhades,9,None,Baubios,57,70
10875,Polis,Rosanna,5,None,Baubios,57,70
10876,Petra,Herakles-2536,1,None,Baubios,57,70
10877,La Joya,--carlos,9,None,Baubios,57,70
10878,luna1,NNN,12,None,Baubios,57,70
10881,Clarópolis,Alegis277,1,L-M,Zockyios,57,71
10883,Polis,Rafiell,1,None,Zockyios,57,71
10884,Taimanin Asagi,Yuri-Lover,5,L-M,Zockyios,57,71
10885,Polis,Atlas-6852,4,None,Zockyios,57,71
10887,Polis,trolologamer,2,None,Zockyios,57,71
10888,Polis,Facha,2,None,Zockyios,57,71
10890,Polis,Joseemari98,5,None,Zockyios,57,71
10891,Pirita,Skyhades,6,None,Zockyios,57,71
10892,Azu,Atlass,7,None,Zockyios,57,71
10893,Timbalí,juann0820,4,L-M,Zockyios,57,71
10894,Polis,Selka,2,None,Zockyios,57,71
10897,Useless,Klausklan,4,None,Ryneos,58,70
10968,Zsoul Infinity,Coulermark,8,None,Enautia,59,68
10969,achangin world,Coulermark,9,None,Enautia,59,68
11002,Polis,--carlos,1,None,Riloios,60,69
11004,Wild Freedom,Coulermark,7,None,Riloios,60,69
11020,Polis,orkman01,4,None,Verios,61,67
11407,Polis,Mundilandia_95,5,None,Yeruos,66,69
11408,Limeiro,Tobi,3,None,Yeruos,66,69
11410,Balanin,Boro,5,None,Yeruos,66,69
11412,Meha,hje,6,None,Yeruos,66,69
11413,Ceibo,el Polilla,6,None,Yeruos,66,69
11414,shakadefuego,shakadelibra,4,None,Yeruos,66,69
11415,CreciendoII,josdare,8,-LBS-,Yeruos,66,69
11416,Macracantho---,Spica,10,-LBS-,Yeruos,66,69
11417,Uchiha,Falcon,3,None,Yeruos,66,69
11419,Polis,Hegemon-7055,1,None,Yeruos,66,69
11420,a1yerous,polatodoloco,7,-LBS-,Yeruos,66,69
11433,shakadepiedra,shakadelibra,4,None,Torios,66,68
11436,Mehm,hje,5,None,Torios,66,68
12083,Cádiz,Prometheus-2156,2,None,Roorios,69,50
12088,Atenas,KleinF,5,None,Echyos,70,50
12090,Raccoon City,Jeremy,11,-MaF-,Echyos,70,50
12094,Sevilla,Prometheus-2156,5,None,Echyos,70,50
12095,Olimpus,Aizien,7,None,Echyos,70,50
12096,Polis,Prometheus-6346,1,None,Echyos,70,50
12097,Polis,Danieldiaz,4,None,Echyos,70,50
12099,Rohan,Maurolv,15,-MaF-,Echyos,70,50
12100,Polis,fmorillo0,10,-MaF-,Echyos,70,50
12101,Q-2,Frost,10,None,Echyos,70,50
12102,V1H1,Unreal,10,None,Echyos,70,50
12852,Polis,Tonyno,3,None,Nomoos,59,35
12853,Polis,Orpheus-7947,1,None,Nomoos,59,35
12857,txilango,dorleta,4,None,Nomoos,59,35
12858,Polis,Moratan,4,None,Nomoos,59,35
12860,Baiavaium,Oterosaxo,5,300,Nomoos,59,35
12861,pisamarmol,pisaverdes,3,300,Nomoos,59,35
12862,Per-Hebet,ramses,5,300,Nomoos,59,35
12863,Polis,Rishs,4,None,Nomoos,59,35
12864,Polis,Huesos2,4,None,Nomoos,59,35
12865,Polis,Saske980,4,300,Nomoos,59,35
13018,Laggash,NIPPUR,8,None,Sleanyios,55,31
13023,Cristalin,NIPPUR,1,None,Colaos,56,31
13290,Cerro Azul,NIPPUR,7,None,Nimeos,53,30
13311,Katar,Bao,1,None,Sheynoos,49,32
13312,Polis,Ikkaku,2,None,Sheynoos,49,32
13313,Marmoland,PipOrtega,5,None,Sheynoos,49,32
13314,Polis,TaBLeRaS,5,None,Sheynoos,49,32
13315,MaRMoR,TaBLeRaS,6,None,Sheynoos,49,32
13318,Inexpugnable,Lord Anonymous,7,None,Sheynoos,49,32
13319,Lorencia,Lilium,7,None,Sheynoos,49,32
13320,ogropolis,frankkon,3,None,Sheynoos,49,32
13323,Bebé,Jade,9,None,Sheynoos,49,32
13324,Yamato,Hao,6,None,Sheynoos,49,32
13325,Tácito,Lord Anonymous,8,None,Sheynoos,49,32
13328,Polis,xDDDDD,1,13T,Duiweos,50,32
13357,zufrepolis,frankkon,3,None,Cebios,49,31
14229,Buddy 4,Buddy,8,None,Neyios,28,42
14230,Polis,OhCanada,1,None,Neyios,28,42
14231,Buddy 3,Buddy,8,None,Neyios,28,42
14232,Buddy 2,Buddy,8,None,Neyios,28,42
14233,Buddy First,Buddy,12,None,Neyios,28,42
14234,MVP 1,OhCanada,6,None,Neyios,28,42
14236,Polis,Bucanero,4,None,Neyios,28,42
14237,Luz Del Norte,MaxProESP,8,None,Neyios,28,42
14240,PAPAS DE TO,HAMBURGUESERIA,4,None,Neyios,28,42
14241,Miqueas,mikeyas,6,None,Neyios,28,42
14243,MVP 2,OhCanada,6,None,Neyios,28,42
14263,Miqueas2,mikeyas,3,None,Imeos,29,43
14365,Polis,lala,5,None,Worauos,32,52
14374,Nicte-Marmol,Polete14,4,L G B,Worauos,32,52
14378,Tebas,Theseus-1542,2,None,Worauos,32,52
14501,Polis,Doña Peppa,4,None,Kelytia,31,56
14502,Faltan 5 pe,Mojón Asesino,13,HDP,Kelytia,31,56
14503,Polis,Newton,4,None,Kelytia,31,56
14504,Polis,Pasivo,10,None,Kelytia,31,56
14505,Polis,Guy J,10,None,Kelytia,31,56
14506,Polis,Solomun,10,None,Kelytia,31,56
14507,Vino P1,Von,12,HDP,Kelytia,31,56
14508,Polis,Villa,10,None,Kelytia,31,56
14509,VinoPose,Aero,9,HDP,Kelytia,31,56
14510,Polis,imperial,4,None,Kelytia,31,56
14511,Vi-Seidon,guillejen,12,HDP,Kelytia,31,56
14512,Polis,palermo,4,None,Kelytia,31,56
14513,Polis,Bolso1,3,None,Kelytia,31,56
14514,Silviapolis,Athila,13,HDP,Kelytia,31,56
14515,The Emperor,Captain Nemo,11,HDP,Kelytia,31,56
14516,Polis,Gesell,10,None,Kelytia,31,56
14535,Polis,Aero,2,HDP,Imaos,31,57
14536,Larapolis,Athila,1,HDP,Imaos,31,57
14537,The Magician,Captain Nemo,1,HDP,Imaos,31,57
14538,Oldenait,Mojón Asesino,13,HDP,Imaos,31,57
14539,One Step Closer,Neil,12,HDP,Imaos,31,57
14540,Polis,Pasivo,7,None,Imaos,31,57
14541,Polis,Guy J,7,None,Imaos,31,57
14542,Polis,Solomun,7,None,Imaos,31,57
14543,Polis,BGH,4,None,Imaos,31,57
14544,Polis,Villa,7,None,Imaos,31,57
14545,Krypton,Rottweiler,9,HDP,Imaos,31,57
14546,Northumbria,Floki,11,HDP,Imaos,31,57
14547,cR1,MilangaConFrita,12,HDP,Imaos,31,57
14548,Orman,Forkas,3,HDP,Imaos,31,57
14549,Polis,Bolso7,2,None,Imaos,31,57
14550,Polis,Bolso6,2,None,Imaos,31,57
14600,Rock Castlely,JUANDIEGORAY14,9,None,Ingaos,32,59
14637,Kattegat,ZeroSwordPY,12,None,Shoedyos,31,60
14638,VaGancia,Rottweiler,13,HDP,Shoedyos,31,60
14639,Polis,DardoFuse,2,None,Shoedyos,31,60
14640,SucNitopilis,Santi,7,HDP,Shoedyos,31,60
14641,Polis,Carigmatico,2,None,Shoedyos,31,60
14642,Kings Landings,JUANDIEGORAY14,8,None,Shoedyos,31,60
14643,In the End,Neil,15,HDP,Shoedyos,31,60
14644,Polis,iguana,1,None,Shoedyos,31,60
14645,Polis,Bolso3,3,None,Shoedyos,31,60
14646,New Divide,Neil,20,HDP,Shoedyos,31,60
14647,Polis,Lamebotas,2,None,Shoedyos,31,60
14648,Midgrad,Floki,12,HDP,Shoedyos,31,60
14649,vI1,MilangaConFrita,13,HDP,Shoedyos,31,60
14650,Polis,El holandes,2,None,Shoedyos,31,60
14651,Polis,Bolso2,3,None,Shoedyos,31,60
14652,VinolLand,Forkas,11,HDP,Shoedyos,31,60
14671,mA2,MilangaConFrita,14,HDP,Moroetia,30,59
14672,From the Inside,Neil,14,HDP,Moroetia,30,59
14673,Polis,Bolso4,4,None,Moroetia,30,59
14674,Inita,Ines,5,None,Moroetia,30,59
14675,Polis,Bolso5,4,None,Moroetia,30,59
14676,MarmolFragua,Aero,14,HDP,Moroetia,30,59
14677,Abrilopolis,Athila,12,HDP,Moroetia,30,59
14678,Polis,Silvia,4,None,Moroetia,30,59
14679,Metropolis2,Rottweiler,14,HDP,Moroetia,30,59
14680,Polis,Bolso6,4,None,Moroetia,30,59
14681,jardin vendaval,Leticia,5,None,Moroetia,30,59
14682,Marmol F1,Von,12,HDP,Moroetia,30,59
14683,Ynglings,ZeroSwordPY,13,None,Moroetia,30,59
14684,Nitopolis,Santi,11,HDP,Moroetia,30,59
14685,Polis,Bolso7,4,None,Moroetia,30,59
